scientific_name,common_name,family,state,data_sources,flower_Jan,flower_Feb,flower_Mar,flower_Apr,flower_May,flower_Jun,flower_Jul,flower_Aug,flower_Sep,flower_Oct,flower_Nov,flower_Dec,seed_Jan,seed_Feb,seed_Mar,seed_Apr,seed_May,seed_Jun,seed_Jul,seed_Aug,seed_Sep,seed_Oct,seed_Nov,seed_Dec
Cocos nucifera L.,,Arecaceae,Australia,austraits,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
Codiaeum membranaceum S.Moore,,Euphorbiaceae,Australia,austraits,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Codiaeum variegatum (L.) A.Juss.,,Euphorbiaceae,Australia,austraits,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1
Codiaeum variegatum var. moluccanum (Decne.) Müll.Arg.,,Euphorbiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Codonocarpus attenuatus (Hook.) H.Walter,,Gyrostemonaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Codonocarpus cotinifolius (Desf.) F.Muell.,,Gyrostemonaceae,Australia,austraits,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Codonocarpus pyramidalis (F.Muell.) F.Muell.,,Gyrostemonaceae,Australia,austraits,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coelachne pulchella R.Br.,,Poaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coelospermum dasylobum Halford & A.J.Ford,,Rubiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coelospermum decipiens Baill.,,Rubiaceae,Australia,austraits,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0
Coelospermum paniculatum F.Muell. var. paniculatum,,Rubiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coelospermum paniculatum F.Muell.,,Rubiaceae,Australia,austraits,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0
Coelospermum paniculatum var. syncarpum J.T.Johanss.,,Rubiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coelospermum purpureum Halford & A.J.Ford,,Rubiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
Coelospermum reticulatum (F.Muell.) Benth.,,Rubiaceae,Australia,austraits,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Coffea arabica L.,,Rubiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0
Coffea brassii (J.-F.Leroy) A.P.Davis,,Rubiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0
Coffea liberica W.Bull ex Hiern,,Rubiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Coix gasteenii B.K.Simon,,Poaceae,Australia,austraits,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coix lacryma-jobi L.,,Poaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Coldenia procumbens L.,,Boraginaceae,Australia,austraits,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Coleocarya gracilis S.T.Blake,,Restionaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Coleocoma centaurea F.Muell.,,Asteraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coleonema pulchellum I.Williams,,Rutaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coleus alloplectus (S.T.Blake) P.I.Forst. & T.C.Wilson,,Lamiaceae,Australia,austraits,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coleus amboinicus Lour.,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Coleus amicorum (S.T.Blake) P.I.Forst. & T.C.Wilson,,Lamiaceae,Australia,austraits,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Coleus apreptus (S.T.Blake) P.I.Forst. & T.C.Wilson,,Lamiaceae,Australia,austraits,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
Coleus argentatus (S.T.Blake) P.I.Forst. & T.C.Wilson,,Lamiaceae,Australia,austraits,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Coleus australis (R.Br.) A.J.Paton,,Lamiaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
Coleus blakei (P.I.Forst.) P.I.Forst.,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coleus caldericola (P.I.Forst.) P.I.Forst.,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coleus caninus (B.Heyne ex Roth) Vatke,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coleus comosus Hochst. ex Gürke,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coleus congestus (R.Br.) A.J.Paton,,Lamiaceae,Australia,austraits,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Coleus cremnus (B.J.Conn) A.J.Paton,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coleus diversus (S.T.Blake) P.I.Forst. & T.C.Wilson,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coleus dumicola (P.I.Forst.) P.I.Forst.,,Lamiaceae,Australia,austraits,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Coleus eungellaensis P.I.Forst. & A.J.Paton,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coleus excelsus (P.I.Forst.) P.I.Forst.,,Lamiaceae,Australia,austraits,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Coleus foetidus (Benth.) A.J.Paton,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Coleus gratus (S.T.Blake) P.I.Forst. & T.C.Wilson,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coleus graveolens (R.Br.) A.J.Paton,,Lamiaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1
Coleus habrophyllus (P.I.Forst.) P.I.Forst.,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coleus intraterraneus (S.T.Blake) P.I.Forst. & T.C.Wilson,,Lamiaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coleus magnificus P.I.Forst. & A.J.Paton,,Lamiaceae,Australia,austraits,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0
Coleus mirus (S.T.Blake) P.I.Forst. & T.C.Wilson,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coleus neochilus (Schltr.) Codd,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coleus nitidus (P.I.Forst.) P.I.Forst.,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coleus scutellarioides (L.) Benth.,,Lamiaceae,Australia,austraits,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0
Coleus suaveolens (S.T.Blake) P.I.Forst. & T.C.Wilson,,Lamiaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Coleus thalassoscopicus (P.I.Forst.) P.I.Forst.,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0
Coleus torrenticola (P.I.Forst.) P.I.Forst.,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collomia grandiflora Douglas ex Lindl.,,Polemoniaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Collomia linearis (Cav.) Nutt.,,Polemoniaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colobanthus affinis (Hook.) Hook.f.,,Caryophyllaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Colobanthus apetalus (Labill.) Druce,,Caryophyllaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Colobanthus curtisiae J.G.West,,Caryophyllaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Colobanthus nivicola M.Gray,,Caryophyllaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Colobanthus pulvinatus F.Muell.,,Caryophyllaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Colocasia esculenta (L.) Schott,,Araceae,Australia,austraits,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Colubrina asiatica (L.) Brongn. var. asiatica,,Rhamnaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colubrina asiatica (L.) Brongn.,,Rhamnaceae,Australia,austraits,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
Combretum indicum (L.) DeFilipps,,Combretaceae,Australia,austraits,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1
Combretum trifoliatum Vent.,,Combretaceae,Australia,austraits,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0
Comesperma acerosum Steetz,,Polygalaceae,Australia,austraits,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Comesperma aphyllum R.Br. ex Benth.,,Polygalaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comesperma breviflorum Pedley,,Polygalaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comesperma calcicola Keighery,,Polygalaceae,Australia,austraits,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Comesperma calymega Labill.,,Polygalaceae,Australia,austraits,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Comesperma ciliatum Steetz,,Polygalaceae,Australia,austraits,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Comesperma confertum Labill.,,Polygalaceae,Australia,austraits,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Comesperma defoliatum F.Muell.,,Polygalaceae,Australia,austraits,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Comesperma drummondii Steetz,,Polygalaceae,Australia,austraits,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Comesperma ericinum DC.,,Polygalaceae,Australia,austraits,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Comesperma flavum DC.,,Polygalaceae,Australia,austraits,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Comesperma griffinii Keighery,,Polygalaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comesperma integerrimum Endl.,,Polygalaceae,Australia,austraits,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Comesperma lanceolatum R.Br. ex Benth.,,Polygalaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Comesperma nudiusculum DC.,,Polygalaceae,Australia,austraits,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Comesperma pallidum Pedley,,Polygalaceae,Australia,austraits,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comesperma polygaloides F.Muell.,,Polygalaceae,Australia,austraits,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Comesperma retusum Labill.,,Polygalaceae,Australia,austraits,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Comesperma rhadinocarpum F.Muell.,,Polygalaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Comesperma scoparium J.Drumm.,,Polygalaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Comesperma secundum Banks ex DC.,,Polygalaceae,Australia,austraits,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comesperma sphaerocarpum Steetz,,Polygalaceae,Australia,austraits,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Comesperma spinosum F.Muell.,,Polygalaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Comesperma sylvestre Lindl.,,Polygalaceae,Australia,austraits,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Comesperma virgatum Labill.,,Polygalaceae,Australia,austraits,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Comesperma viscidulum F.Muell.,,Polygalaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comesperma volubile Labill.,,Polygalaceae,Australia,austraits,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Commelina africana L.,,Commelinaceae,Australia,austraits,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Commelina agrostophylla F.Muell.,,Commelinaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commelina benghalensis L.,,Commelinaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commelina ciliata Stanley,,Commelinaceae,Australia,austraits,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commelina cyanea R.Br.,,Commelinaceae,Australia,austraits,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Commelina diffusa Burm.f.,,Commelinaceae,Australia,austraits,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Commelina ensifolia R.Br.,,Commelinaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Commelina lanceolata R.Br.,,Commelinaceae,Australia,austraits,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Commelina reticulata Stanley,,Commelinaceae,Australia,austraits,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commersonia amystia C.F.Wilkins & L.M.Copel.,,Malvaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commersonia apella C.F.Wilkins,,Malvaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commersonia bartramia (L.) Merr.,,Malvaceae,Australia,austraits,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
Commersonia borealis (E.Pritz.) C.F.Wilkins & Whitlock,,Malvaceae,Australia,austraits,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commersonia breviseta C.F.Wilkins & L.M.Copel.,,Malvaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commersonia corniculata (Sm.) K.A.Sheph. & C.F.Wilkins,,Malvaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commersonia corylifolia (Graham) C.F.Wilkins & Whitlock,,Malvaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commersonia craurophylla (F.Muell.) F.Muell.,,Malvaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commersonia dasyphylla Andrews,,Malvaceae,Australia,austraits,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1
Commersonia densiflora (Turcz.) F.Muell.,,Malvaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commersonia erythrogyna C.F.Wilkins,,Malvaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commersonia grandiflora (Endl.) C.F.Wilkins & Whitlock,,Malvaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commersonia hermanniifolia J.Gay ex Kunth,,Malvaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Commersonia macrostipulata Guymer,,Malvaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commersonia magniflora (F.Muell.) F.Muell.,,Malvaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commersonia parviflora (Endl.) F.Muell.,,Malvaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commersonia prostrata (Maiden & Betche) C.F.Wilkins & Whitlock,,Malvaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1
Commersonia rugosa (Steetz) F.Muell.,,Malvaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commersonia salviifolia (Hook. ex Steetz) F.Muell.,,Malvaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commicarpus australis Meikle,,Nyctaginaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Commicarpus chinensis (L.) Heimerl,,Nyctaginaceae,Australia,austraits,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conicosia pugioniformis subsp. muirii (N.E.Br.) Ihlenf. & Gerbaulet,,Aizoaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conium maculatum L.,,Apiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Connarus conchocarpus F.Muell. subsp. conchocarpus,,Connaraceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connarus conchocarpus F.Muell.,,Connaraceae,Australia,austraits,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Conospermum acerosum Lindl. subsp. acerosum,,Proteaceae,Australia,austraits,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conospermum acerosum Lindl.,,Proteaceae,Australia,austraits,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Conospermum acerosum subsp. hirsutum E.M.Benn.,,Proteaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conospermum amoenum Meisn. subsp. amoenum,,Proteaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conospermum amoenum Meisn.,,Proteaceae,Australia,austraits,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conospermum amoenum subsp. cuneatum E.M.Benn.,,Proteaceae,Australia,austraits,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conospermum boreale E.M.Benn. subsp. boreale,,Proteaceae,Australia,austraits,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Conospermum boreale E.M.Benn.,,Proteaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Conospermum boreale subsp. ascendens E.M.Benn.,,Proteaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conospermum brachyphyllum Lindl.,,Proteaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conospermum bracteosum Meisn.,,Proteaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Conospermum brownii Meisn.,,Proteaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Conospermum burgessiorum L.A.S.Johnson & McGill.,,Proteaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Conospermum caeruleum R.Br. subsp. caeruleum,,Proteaceae,Australia,austraits,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conospermum caeruleum R.Br.,,Proteaceae,Australia,austraits,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Conospermum caeruleum subsp. contortum E.M.Benn.,,Proteaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conospermum caeruleum subsp. debile (Kippist ex Meisn.) E.M.Benn.,,Proteaceae,Australia,austraits,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Conospermum caeruleum subsp. marginatum (Meisn.) E.M.Benn.,,Proteaceae,Australia,austraits,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conospermum caeruleum subsp. oblanceolatum E.M.Benn.,,Proteaceae,Australia,austraits,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Conospermum caeruleum subsp. spathulatum (Benth.) E.M.Benn.,,Proteaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conospermum canaliculatum Meisn. subsp. canaliculatum,,Proteaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Conospermum canaliculatum Meisn.,,Proteaceae,Australia,austraits,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Conospermum canaliculatum subsp. apiculatum E.M.Benn.,,Proteaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Conospermum capitatum R.Br. subsp. capitatum,,Proteaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Conospermum capitatum R.Br.,,Proteaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Conospermum capitatum subsp. glabratum E.M.Benn.,,Proteaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Conospermum capitatum subsp. velutinum E.M.Benn.,,Proteaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Conospermum cinereum E.M.Benn.,,Proteaceae,Australia,austraits,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Conospermum coerulescens F.Muell. subsp. coerulescens,,Proteaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conospermum coerulescens F.Muell.,,Proteaceae,Australia,austraits,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Conospermum coerulescens subsp. adpressum E.M.Benn.,,Proteaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conospermum coerulescens subsp. dorrienii (Domin) E.M.Benn.,,Proteaceae,Australia,austraits,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Conospermum crassinervium Meisn.,,Proteaceae,Australia,austraits,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Conospermum croniniae Diels,,Proteaceae,Australia,austraits,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
